ID,First_Name,Last_Name,Pos1,Pos2,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
smithis01,Ish,Smith,PG,SG,31,WAS,68,23,1787,8.1,18,0.447,1.6,4.4,0.367,6.4,13.6,0.473,1.6,2.2,0.721,0.8,4.9,5.7,8.7,1.5,0.8,2.5,2.8,19.4,108,117,13.9,0.509,0.245,0.125,1.8,12,6.7,27.1,1.5,1.5,11.6,19.1,1.3,0.6,1.9,0.051,-0.3,-1,-1.3,0.3,5853659
smithjr01,J.R.,Smith,SG,SF,34,LAL,6,0,79,4.2,13.2,0.318,0.6,6.6,0.091,3.6,6.6,0.545,1.2,1.2,1,0,3,3,1.8,0.6,0,2.4,3,10.2,72,113,0,0.372,0.5,0.091,0,6.9,3.5,4.8,0.6,0,14.9,14.3,-0.2,0.1,-0.1,-0.077,-7.8,-2,-9.8,-0.2,1456667
smithzh01,Zhaire,Smith,SG,PG,20,PHI,7,0,32,4.5,16.7,0.273,0,4.5,0,4.5,12.1,0.375,3,6.1,0.5,0,3,3,3,4.5,0,3,6.1,12.1,65,106,1.1,0.313,0.273,0.364,0,6.9,3.5,8.2,4.5,0,13.6,19.9,-0.1,0.1,-0.1,-0.12,-10.8,0.8,-10,-0.1,3058800
snellto01,Tony,Snell,SF,SG,28,DET,59,57,1641,5.1,11.5,0.445,3.1,7.6,0.402,2,3.8,0.531,1,1,1,0.3,3.1,3.3,3.8,1,0.4,0.9,3,14.2,121,117,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,11392857
spellom01,Omari,Spellman,PF,C,22,GSW,49,3,886,6.9,15.9,0.431,2.3,5.9,0.391,4.5,10,0.454,3.9,5,0.793,4.2,7.7,11.8,2.5,1.8,1.3,2.9,3.4,20,107,112,14.4,0.551,0.373,0.312,9.1,18,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.066,-0.8,-1,-1.7,0.1,1897800
strusma01,Max,Strus,SG,SF,23,CHI,2,0,6,16.1,24.1,0.667,0,8,0,16.1,16.1,1,8,8,1,8,0,8,0,0,0,0,8,40.1,153,119,30.7,0.727,0.333,0.333,17.5,0,9.2,0,0,0,0,24.4,0,0,0,0.316,5.3,-1,4.4,0,415414
sumneed01,Edmond,Sumner,PG,SG,24,IND,31,3,447,6.6,15.4,0.43,1.5,5.8,0.264,5.1,9.7,0.528,1.7,3.1,0.552,1.2,3.8,5,6,1.6,1,2.4,4.8,16.5,100,110,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,0.4,0.047,-3.2,0.2,-3,-0.1,2000000
swanica01,Caleb,Swanigan,PF,SF,22,SAC,7,0,23,4.2,8.4,0.5,0,0,0,4.2,8.4,0.5,2.1,4.2,0.5,4.2,10.5,14.8,4.2,2.1,4.2,12.7,16.9,10.5,61,104,-0.1,0.512,0,0.5,9.6,25.1,17.1,11.5,2.1,8.3,55.1,20.5,-0.1,0,-0.1,-0.177,-14.6,3.3,-11.3,-0.1,2033160
swanica01,Caleb,Swanigan,PF,SF,22,POR,20,1,265,4.7,7.7,0.605,0,0.4,0,4.7,7.4,0.634,1.4,2.7,0.533,4.5,12.2,16.7,5.2,0.4,0.9,5.6,9.7,10.8,99,114,8.2,0.605,0.047,0.349,10,26.5,18.3,14.1,0.4,1.6,38.5,12.9,-0.1,0.2,0.1,0.02,-5.5,-0.1,-5.6,-0.2,2033160
tatumja01,Jayson,Tatum,PF,SF,21,BOS,66,66,2265,11.8,26.1,0.45,4,10,0.403,7.7,16.1,0.48,5.4,6.7,0.812,1.4,8.4,9.8,4.3,2,1.2,3.3,2.9,33,111,106,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4,3.4,7830000
teaguje01,Jeff,Teague,PG,SG,31,MIN,34,13,945,7.1,15.9,0.448,1.6,4.3,0.379,5.5,11.6,0.473,6.1,7.1,0.868,0.7,3.6,4.3,10.2,1.2,0.6,3.7,3.4,22,116,116,15.9,0.578,0.269,0.444,1.6,8.5,4.9,32.5,1.2,1.1,16.4,20.2,1.7,0.4,2.1,0.108,0.6,-1.2,-0.6,0.3,19000000
teaguje01,Jeff,Teague,PG,SG,31,ATL,25,4,519,6.1,14.8,0.412,0.9,2.7,0.333,5.2,12.1,0.43,4.2,4.8,0.887,1.1,3.8,4.8,9,1.7,0.5,3.6,3.2,17.3,105,117,12.2,0.512,0.182,0.321,2.5,8.8,5.6,27.3,1.7,1,17.5,18.3,0.2,0.2,0.4,0.035,-1.6,-1.5,-3.1,-0.2,19000000
templga01,Garrett,Temple,SG,PG,33,BRK,62,35,1730,6.1,16.1,0.378,3.5,10.6,0.329,2.6,5.5,0.473,1.9,2.4,0.805,0.8,5.2,6,4.3,1.3,0.8,1.7,3,17.5,106,111,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,4767000
theisda01,Daniel,Theis,C,PF,27,BOS,65,64,1566,7.4,13.1,0.566,1,3,0.333,6.4,10.2,0.633,2.7,3.5,0.763,4.3,8.8,13.1,3.4,1.1,2.6,1.7,6.7,18.5,130,105,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5,10.2,14.4,4,2.6,6.5,0.201,0.6,1.8,2.4,1.7,5000000
thomais02,Isaiah,Thomas,PG,PG,30,WAS,40,37,925,8.8,21.5,0.408,3.9,9.6,0.413,4.9,12,0.405,3.1,3.8,0.816,0.6,2.9,3.4,7.4,0.7,0.3,3.9,3.9,24.7,103,120,11.6,0.531,0.444,0.178,1.2,7,4,23.4,0.7,0.6,14.4,24.1,0.1,-0.1,0,0.002,-0.5,-3.9,-4.3,-0.5,2320044
thomakh01,Khyri,Thomas,SG,PG,23,DET,8,0,61,4,13.7,0.294,4,11.3,0.357,0,2.4,0,1.6,3.2,0.5,0.8,0,0.8,2.4,2.4,0,2.4,7.3,13.7,88,116,3.1,0.453,0.824,0.235,1.8,0,0.9,6.7,2.4,0,13.8,15.6,-0.1,0,0,-0.038,-6.2,-1.7,-7.9,-0.1,838464
thomala01,Lance,Thomas,SF,PF,31,BRK,7,4,98,3.9,11.1,0.348,1.9,6.3,0.308,1.9,4.8,0.4,1.9,1.9,1,1,5.3,6.3,2.9,0,0,2.9,5.3,11.6,91,115,3,0.485,0.565,0.174,2.2,11.4,6.9,8.2,0,0,19.5,13.1,-0.1,0.1,0,-0.015,-5.7,-2.6,-8.3,-0.2,262152
thomama02,Matt,Thomas,SG,SF,25,TOR,41,1,440,7.9,16.2,0.487,5.1,10.7,0.475,2.8,5.5,0.51,1,1.3,0.75,1,5.6,6.6,2.4,1.1,0.1,1.7,4.1,21.8,119,109,13.3,0.65,0.66,0.08,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,0.7,0.6,1.2,0.133,1,0.1,1.1,0.3,898310
thompkl01,Klay,Thompson,SG,SF,30,GSW,0,0,0,11.8,25.2,0.467,4.3,10.7,0.402,7.4,14.4,0.516,2.3,2.8,0.816,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110,112,16.6,0.571,0.427,0.113,1.6,10.1,6,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,32742000
thomptr01,Tristan,Thompson,C,C,28,CLE,57,51,1721,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3,112,114,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14,18.3,2,1.1,3.1,0.085,-0.3,-1.3,-1.5,0.2,18539130
thornsi01,Sindarius,Thornwell,SG,PG,25,NOP,2,0,35,7.9,14.5,0.545,2.6,5.3,0.5,5.3,9.3,0.571,2.6,5.3,0.5,0,5.3,5.3,5.3,1.3,1.3,2.6,2.6,21.2,115,113,14.7,0.627,0.364,0.364,0,12.2,6.1,16.1,1.3,2.4,13.6,17.3,0,0,0.1,0.101,-0.1,-1.2,-1.3,0,183115
thybuma01,Matisse,Thybulle,SG,SF,22,PHI,65,14,1287,4.2,10,0.423,2.1,5.9,0.357,2.1,4.1,0.519,0.9,1.5,0.61,1.7,2.4,4,3,3.5,1.8,1.9,5.3,11.5,105,106,10,0.539,0.592,0.155,3.8,5.4,4.6,8,3.5,3.1,15.3,11.2,0.3,2,2.3,0.086,-2.8,3.1,0.3,0.8,2582160
tollian01,Anthony,Tolliver,PF,SF,34,POR,33,9,554,3.7,10.1,0.368,2.6,7.7,0.337,1.1,2.4,0.464,1.1,1.6,0.684,2.3,7.1,9.5,2.5,0.7,0.8,1.8,4.6,11.1,106,117,7.5,0.515,0.761,0.162,5.2,15.5,10.4,6.6,0.7,1.4,14.3,11.2,0.2,0.2,0.4,0.031,-2.3,-0.9,-3.3,-0.2,289803
tollian01,Anthony,Tolliver,PF,SF,34,SAC,9,0,82,1.8,10.1,0.176,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.3,6.5,1.8,2.4,0.6,2.4,3.6,5.3,57,112,0.2,0.252,0.882,0.118,2.7,12.7,7.6,4.5,2.4,1.2,18.3,11.6,-0.2,0.1,-0.2,-0.1,-7.8,-1,-8.8,-0.1,289803
tollian01,Anthony,Tolliver,PF,SF,34,MEM,13,4,236,3.8,9.5,0.396,3.4,8.1,0.415,0.4,1.4,0.286,1.4,1.6,0.875,1,5.5,6.5,2,1.4,0.2,1.8,2.8,12.3,110,113,8,0.602,0.854,0.167,2.3,12.3,7.4,5.3,1.4,0.4,14.9,10.7,0.1,0.2,0.3,0.061,-1.7,0.6,-1.2,0,289803
toscaju01,Juan,Toscano-Anderson,SF,PF,26,GSW,13,6,272,5.1,11.1,0.46,1.4,4,0.348,3.7,7,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,98,112,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-4,0.5,-3.5,-0.1,350189
townska01,Karl-Anthony,Towns,C,PF,24,MIN,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7,8.8,0.796,3.7,11.1,14.8,6,1.3,1.6,4.3,4.6,36.2,121,110,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.7,1.3,5.1,0.204,7,0.8,7.8,2.9,27250000
trentga02,Gary,Trent,SG,SF,21,POR,61,8,1332,7,15.8,0.444,4,9.6,0.418,3,6.2,0.486,1.3,1.6,0.822,0.9,2.7,3.6,2.2,1.7,0.6,0.8,3.2,19.4,121,117,12.9,0.587,0.608,0.102,2,5.8,3.9,6.3,1.7,1,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,1416852
trieral01,Allonzo,Trier,PG,SG,24,NYK,24,1,291,8.5,17.7,0.481,3.2,8.9,0.358,5.4,8.9,0.604,5.7,7.2,0.791,1,3.8,4.9,4.7,0.5,0.7,3.7,4.9,25.9,115,118,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15,21.4,0.5,0.1,0.5,0.087,0.9,-1.4,-0.5,0.1,3551100
tuckepj01,P.J.,Tucker,PF,C,34,HOU,72,72,2467,3.3,8,0.415,2,5.6,0.358,1.3,2.4,0.551,0.7,0.9,0.813,2.1,6.8,8.9,2.2,1.4,0.7,1.4,4.3,9.4,114,111,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6,1.4,1.2,13.9,8.7,1.6,2.4,4,0.078,-2.4,0.6,-1.9,0.1,8349039
tuckera01,Rayjon,Tucker,SG,SF,22,UTA,20,0,161,6,13,0.465,0.9,5.1,0.176,5.1,7.9,0.654,5.7,7,0.826,0.9,5.1,6,1.5,0.3,0.3,2.4,3,18.7,109,114,9.7,0.584,0.395,0.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,0.1,0.1,0.2,0.063,-3.8,-2.2,-6,-0.2,578573
turneev01,Evan,Turner,PG,SG,31,ATL,19,0,251,4.6,12.4,0.373,0,0.9,0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5,84,115,6.8,0.424,0.075,0.209,3.4,13,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,18606557
turnemy01,Myles,Turner,C,PF,23,IND,62,62,1826,7.1,15.6,0.457,2.3,6.6,0.344,4.8,9,0.54,3.4,4.5,0.751,2.3,8.5,10.8,1.9,1.2,3.5,2.3,4.4,19.9,108,105,14.8,0.566,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,1.1,3.1,4.2,0.111,-1,1.1,0.1,1,18000000
uthofja01,Jarrod,Uthoff,SF,PF,26,MEM,4,0,14,3.3,23.3,0.143,0,13.3,0,3.3,10,0.333,6.7,6.7,1,3.3,0,3.3,0,3.3,0,0,3.3,13.3,67,112,-0.1,0.254,0.571,0.286,7.7,0,3.8,0,3.3,0,0,23.4,-0.1,0,0,-0.166,-11.1,-2.4,-13.5,0,163356
uthofja01,Jarrod,Uthoff,SF,PF,26,WAS,3,0,39,7.2,13.2,0.545,3.6,6,0.6,3.6,7.2,0.5,0,0,0,1.2,4.8,6,0,0,0,0,1.2,18,135,121,12,0.682,0.455,0,2.7,11.7,7,0,0,0,0,11.7,0.1,0,0.1,0.083,0.8,-2.1,-1.2,0,163356
valanjo01,Jonas,ValanÄiÅ«nas,C,C,27,MEM,70,70,1845,10.9,18.7,0.585,0.8,2.3,0.352,10.1,16.4,0.617,3.7,5.1,0.74,5.4,14.6,19.9,3.3,0.8,1.9,3.2,4.7,26.4,120,107,22.2,0.631,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,4.2,2.8,7,0.182,2.1,0.2,2.4,2,16000000
valende01,Denzel,Valentine,SF,SG,26,CHI,36,5,488,9.6,23.4,0.409,4.5,13.5,0.336,5,9.9,0.51,0.6,0.8,0.75,0.9,6.4,7.3,4.2,2.6,0.6,2.6,5,24.3,100,109,13,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.8,0.2,-0.6,0.2,3377569
vandeja01,Jarred,Vanderbilt,SF,PF,20,DEN,9,0,41,6,8.4,0.714,0,0,0,6,8.4,0.714,0,0,0,3.6,6,9.6,2.4,3.6,1.2,8.4,7.2,12.1,77,107,7.2,0.714,0,0,8.2,13.6,10.9,6.6,3.6,2.3,50,14.8,-0.1,0.1,0,-0.042,-7,0.9,-6.1,0,1416852
vandeja01,Jarred,Vanderbilt,PF,PF,20,MIN,2,0,5,0,9.3,0,0,9.3,0,0,0,0,18.6,18.6,1,0,9.3,9.3,0,0,0,0,0,18.6,124,116,11.1,0.532,1,2,0,21.9,10.6,0,0,0,0,15.5,0,0,0,0.104,-2.8,-2.8,-5.6,0,1416852
vanvlfr01,Fred,VanVleet,PG,SG,25,TOR,54,54,1928,7.9,19.1,0.413,3.6,9.2,0.39,4.3,9.8,0.434,4.1,4.9,0.848,0.4,4.6,5,8.8,2.5,0.4,3,3.3,23.5,113,106,16.3,0.553,0.484,0.256,1,9.9,5.6,27.7,2.5,0.9,12.3,21.7,2.8,3.1,5.8,0.145,1.2,1.4,2.7,2.3,9000000
vincega01,Gabe,Vincent,PG,SG,23,MIA,9,0,83,4.7,21.8,0.216,3.5,15.9,0.222,1.2,5.9,0.2,0,0,0,0,2.9,2.9,3.5,2.9,0,0.6,3.5,12.9,70,110,1.2,0.297,0.73,0,0,6.5,3.4,10.1,2.9,0,2.6,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2,79568
vonleno01,Noah,Vonleh,C,PF,24,MIN,29,1,347,6.3,11.5,0.547,0.3,1.9,0.143,6,9.6,0.625,3.1,3.7,0.821,4.5,11,15.5,3.5,1.5,0.8,2.5,4.8,15.9,119,111,15.3,0.605,0.163,0.326,10,25.9,17.6,10.8,1.5,1.4,16.2,13.9,0.5,0.4,0.9,0.124,-1.5,0.4,-1,0.1,2000000
vonleno01,Noah,Vonleh,PF,C,24,DEN,7,0,30,8.2,9.9,0.833,1.6,1.6,1,6.6,8.2,0.8,3.3,6.6,0.5,4.9,8.2,13.2,3.3,0,0,3.3,6.6,21.4,136,115,17.6,0.838,0.167,0.667,11.2,18.6,14.9,9.5,0,0,20.5,14.1,0.1,0,0.1,0.166,1.3,-1.9,-0.6,0,2000000
vucevni01,Nikola,VuÄeviÄ‡,C,PF,29,ORL,62,62,1998,12,25.2,0.477,2.4,7,0.339,9.6,18.1,0.531,3.2,4.1,0.784,3.4,13,16.4,5.4,1.3,1.1,2.1,3.3,29.6,114,107,21.9,0.549,0.28,0.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,3.5,2.9,6.4,0.153,3.7,0.5,4.2,3.1,28000000
wadede01,Dean,Wade,PF,SF,23,CLE,12,0,71,6.2,8.9,0.692,1.4,2.7,0.5,4.8,6.2,0.778,0,0.7,0,2.1,11,13,1.4,1.4,2.7,2.1,5.5,13.7,122,111,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.2,0,375000
wagnemo01,Moritz,Wagner,C,C,22,WAS,45,5,835,8.1,14.9,0.545,1.4,4.5,0.313,6.7,10.4,0.645,4.4,5.3,0.821,3.1,9.1,12.3,3.1,1.6,1.1,3.7,8.5,22,114,113,15.1,0.638,0.301,0.357,7,22.2,14.3,9.8,1.6,2,17.7,18.6,1.1,0.6,1.7,0.099,-2,-0.3,-2.3,-0.1,2063520
waitedi01,Dion,Waiters,SG,PG,28,MIA,3,0,42,11.6,30.2,0.385,9.3,19.8,0.471,2.3,10.5,0.222,0,1.2,0,0,12.8,12.8,3.5,0,2.3,3.5,5.8,32.5,93,108,13.4,0.53,0.654,0.038,0,28.2,14.7,12.5,0,4.7,10.2,30.9,-0.1,0.1,0,-0.003,2.4,-0.5,1.8,0,503656
waitedi01,Dion,Waiters,SG,PG,28,LAL,7,0,165,8.9,21,0.425,2,8.6,0.233,6.9,12.4,0.558,4,4.6,0.875,0.6,3.2,3.7,4.9,1.2,1.2,3.7,4.6,23.9,99,110,11,0.518,0.411,0.219,1.3,7.2,4.3,14.9,1.2,2.2,14,23.8,-0.1,0.2,0.1,0.038,-1.4,-0.6,-2,0,503656
walkeke02,Kemba,Walker,PG,SG,29,BOS,56,56,1742,10.5,24.6,0.425,5,13.1,0.381,5.5,11.5,0.476,5.8,6.7,0.864,1,5,6,7.4,1.3,0.8,3.2,2.5,31.7,116,110,20,0.575,0.532,0.272,2.2,11,6.7,24.2,1.3,1.5,10.5,27.2,3.9,2,5.9,0.162,4.9,-0.3,4.6,2.9,32742000
walkelo01,Lonnie,Walker,SG,SF,21,SAS,61,12,988,7.4,17.3,0.426,2,4.9,0.406,5.4,12.4,0.434,2.1,3,0.721,1.1,5.6,6.7,3.3,1.5,0.7,2.1,3.8,18.8,100,115,10.5,0.507,0.283,0.171,2.5,12.7,7.6,9.6,1.5,1.2,10.3,18.7,-0.2,0.6,0.3,0.016,-2.5,-1,-3.5,-0.4,2760480
walljo01,John,Wall,PG,SG,30,WAS,0,0,0,10.5,23.7,0.444,2.2,7.2,0.302,8.3,16.4,0.507,5.2,7.5,0.697,0.6,4.3,5,12,2.1,1.2,5.2,3,28.4,104,114,18,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,37800000
wallaty01,Tyrone,Wallace,SG,SF,25,ATL,14,0,160,4.1,12.8,0.318,0.3,4.4,0.067,3.8,8.4,0.448,3.2,5,0.647,0.9,5.5,6.4,3.8,2,0.3,2.9,5.5,11.6,80,115,3.9,0.389,0.341,0.386,2,13,7.4,10.9,2,0.5,16.3,16,-0.3,0.1,-0.2,-0.075,-7.7,-1,-8.7,-0.3,79568
princta02,Taurean,Prince,SF,PF,25,BRK,64,61,1857,7.1,18.8,0.376,3.7,11,0.339,3.4,7.8,0.429,1.8,2.3,0.798,1.3,8.4,9.7,3,1.5,0.6,3.2,4.1,19.7,94,109,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,79568
waltode01,Derrick,Walton,PG,SG,24,LAC,23,1,222,3.6,7.7,0.472,1.9,4.5,0.429,1.7,3.2,0.533,1.5,1.9,0.778,0.4,2.8,3.2,4.7,0.9,0,0.9,4,10.6,133,113,8.4,0.626,0.583,0.25,1,5.9,3.5,12.6,0.9,0,9.1,8.3,0.4,0.2,0.5,0.112,-2.2,0.9,-1.3,0,1445697
waltode01,Derrick,Walton,PG,SG,24,DET,3,0,26,1.9,5.7,0.333,1.9,5.7,0.333,0,0,0,0,0,0,0,1.9,1.9,9.5,5.7,0,1.9,3.8,5.7,117,107,11.3,0.5,1,0,0,4.4,2.2,24.8,5.7,0,25,6.7,0,0,0.1,0.105,-2.9,4.7,1.8,0,1445697
wanambr01,Brad,Wanamaker,PG,SG,30,BOS,71,1,1369,5.7,12.8,0.448,1.3,3.6,0.363,4.4,9.2,0.481,4.4,4.8,0.926,0.8,4.3,5.1,6.3,2.2,0.5,2.7,4.7,17.2,115,109,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,1445697
warretj01,T.J.,Warren,SF,SG,26,IND,67,67,2202,11.8,22,0.536,2,5,0.403,9.8,17,0.575,3.7,4.5,0.819,1.5,4.7,6.2,2.2,1.7,0.7,1.9,4.1,29.2,116,110,18.4,0.61,0.227,0.205,3.4,10.5,7,7.1,1.7,1.4,7.2,23.3,4,2.6,6.5,0.143,1.2,0,1.1,1.7,10810000
washipj01,P.J.,Washington,PF,C,21,CHO,58,57,1759,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9,3.5,1.5,1.3,2.6,4.5,20.2,105,112,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.5,2,0.054,-1.7,0.1,-1.6,0.2,3831840
watanyu01,Yuta,Watanabe,SG,SF,25,MEM,18,0,105,6.7,15.1,0.441,1.3,3.6,0.375,5.3,11.6,0.462,1.3,3.6,0.375,3.1,5.8,8.9,2.2,2.2,0.4,0.9,4,16,105,110,11.2,0.48,0.235,0.235,7.2,12.8,10,6.4,2.2,0.8,5.1,15.7,0,0.1,0.1,0.065,-2.6,0.9,-1.8,0,79568
watertr01,Tremont,Waters,PG,SG,22,BOS,11,1,119,5.7,19.9,0.286,1.6,9.7,0.167,4.1,10.1,0.4,3.2,3.2,1,0,4.9,4.9,6.5,4.1,0.8,6.1,5.3,16.2,73,103,4.3,0.381,0.49,0.163,0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1,-7.5,-0.2,79568
watsopa01,Paul,Watson,SG,SF,25,ATL,2,0,17,0,19.2,0,0,8.2,0,0,11,0,0,0,0,0,5.5,5.5,8.2,2.7,0,0,2.7,0,27,114,-7.1,0,0.429,0,0,12.8,6.3,21.1,2.7,0,0,17.1,-0.1,0,-0.1,-0.32,-12.3,-1.5,-13.9,-0.1,50752
watsopa01,Paul,Watson,SF,SG,25,TOR,8,0,70,6.8,12.9,0.526,2.7,6.1,0.444,4.1,6.8,0.6,4.8,6.1,0.778,1.4,8.8,10.2,3.4,2,0.7,2,2.7,21.1,127,104,17.3,0.675,0.474,0.474,3.1,19.2,11.3,10.3,2,1.4,11.6,15.9,0.2,0.1,0.3,0.198,1.4,1.4,2.9,0.1,50752
weathqu01,Quinndary,Weatherspoon,SG,SF,23,SAS,11,0,78,3.1,10.4,0.294,0.6,3.1,0.2,2.5,7.4,0.333,0.6,1.2,0.5,0.6,3.7,4.3,6.7,1.8,0.6,3.1,4.9,7.4,77,115,3.2,0.336,0.294,0.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,-0.2,0,-0.1,-0.071,-6.4,-1,-7.4,-0.1,79568
westbru01,Russell,Westbrook,PG,SG,31,HOU,57,57,2049,13.6,28.9,0.472,1.2,4.8,0.258,12.4,24.1,0.514,6.5,8.6,0.763,2.3,7.9,10.2,9.1,2.1,0.5,5.8,4.5,35.1,106,109,21,0.536,0.166,0.297,5.1,18.1,11.5,35.6,2.1,0.8,15,34.4,1.7,2.5,4.2,0.098,1.6,-0.1,1.5,1.8,38178000
whiteco01,Coby,White,SG,PG,19,CHI,65,1,1674,9,22.8,0.394,3.8,10.8,0.354,5.2,12,0.43,2.9,3.7,0.791,0.8,5.8,6.6,5,1.4,0.2,3.1,3.4,24.7,100,112,11.9,0.506,0.475,0.163,1.8,14,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,0.9,0.026,-1.2,-1.6,-2.8,-0.4,5307120
whitede01,Derrick,White,SG,SF,25,SAS,68,20,1677,7.2,15.7,0.458,2.3,6.2,0.366,5,9.6,0.518,5.1,6,0.853,1,5.4,6.4,6.9,1.3,1.7,2.5,4.3,21.8,118,114,16.4,0.593,0.391,0.382,2.3,12.1,7.2,20,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,1948080
whiteha01,Hassan,Whiteside,C,C,30,POR,67,61,2008,10.3,16.7,0.621,0.1,0.2,0.571,10.3,16.5,0.622,3.9,5.7,0.686,6.1,15.4,21.5,1.9,0.6,4.7,2.8,4.7,24.7,125,107,25,0.644,0.01,0.34,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,5.6,3,8.5,0.204,2.5,0.7,3.2,2.6,27093018
wiggian01,Andrew,Wiggins,SF,SG,24,MIN,42,42,1455,11.2,25.2,0.444,2.9,8.8,0.331,8.3,16.4,0.505,4.8,6.6,0.72,1.5,5.5,7,4.9,0.9,1.1,3.4,3.2,30.1,104,115,16.1,0.535,0.348,0.262,3.4,12.9,7.9,18.1,0.9,2.1,10.8,28,0.6,0.8,1.4,0.046,1.1,-1.5,-0.4,0.6,27504630
wiggian01,Andrew,Wiggins,SG,SF,24,GSW,12,12,403,10.2,22.3,0.457,2.4,7,0.339,7.8,15.3,0.512,4.9,7.2,0.672,2.1,4.4,6.5,5.1,1.9,2,3,3.1,27.7,106,113,17.5,0.542,0.314,0.324,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,0.2,0.3,0.5,0.064,0.9,-1.1,-0.2,0.2,27504630
willigr01,Grant,Williams,PF,SF,21,BOS,69,5,1043,4,9.8,0.412,1.1,4.4,0.25,2.9,5.3,0.548,1.8,2.5,0.722,2.7,5.5,8.2,3.1,1.4,1.7,2.3,7.5,11,104,108,7.9,0.505,0.455,0.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,2379840
